MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,GENRE_LIST,Director,Actors
Una conversación: Ya no estoy aquí,2020,"Documentary, Short",7.1,"
Guillermo del Toro and Alfonso Cuarón discuss fellow Mexican director Fernando Frias de la Parra's award-winning film ""Ya no estoy aqui (2019)"".",13,14,,"['Documentary', 'Short']",,"Guillermo del Toro, 
Alfonso Cuarón"
Prodigy,,"Action, Adventure",7.1,"
Super genius Edison Crane faces his first true test in the form of a world-ending threat that only his could confront.",,60,,"['Action', 'Adventure']",,
House of Cards: Season 3 - Behind the Scenes,,Documentary,7.1,"
Add a Plot
",,60,,['Documentary'],Mac Kenny,"Steve Beauchamp, 
Marta Bota, 
Jason Delgado, 
Andrea Leigh"
Growing Up in Two Generations,2013,"Action, Drama",7.1,"
Growing Up in Two Generations...This is an emotionally driven dramatic feature film. The story is inspired by a the fictional novel written by Thereda A. Dyer.",,106,,"['Action', 'Drama']",Kazarr,"Misan Akuya, 
Jamal Alkhaldi, 
Craig Allen, 
Ray'Kiara Anderson"
Super Monsters and the Wish Star,2018,"Animation, Short, Comedy",5.1,"
Add a Plot
",39,27,,"['Animation', 'Short', 'Comedy']",,"Maria J. Cruz, 
Elyse Maloway"
Jochem Myjer: Yeee-haa,,Comedy,7.9,"
The curly master of imitations is back and charged and plays the 'Trivial pursuit of his life' in inimitable pace.",140,71,,['Comedy'],,"Directors:
Joep Krijnen, 
Jos Thie
| 
    Star:
Jochem Myjer"
Arranged Marriage,,Comedy,7.1,"
An white woman looking to land a husband asks her Indian friend's family to arrange a marriage for her.",,60,,['Comedy'],,
Alan Saldaña: Mi vida de pobre,,Comedy,6.1,"
Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.",62,70,,['Comedy'],,"Directors:
Raúl Campos, 
Jan Suter
| 
    Star:
Alan Saldaña"
Moving Art: Waterfalls,,"Documentary, Short",8.2,"
This collection of short nature films from Louie Schwartzberg depicts the world's most dazzlingly beautiful waterfalls.",90,25,,"['Documentary', 'Short']",Louie Schwartzberg,
Green Cross,,Comedy,7.1,"
A Mother, who through a series of mishaps, is misidentified as a spy by a series of heavyweight players involved in the Middle East conflict.",,60,,['Comedy'],,
Sounding the Alarm: Battling the Autism Epidemic,2014,Documentary,6.1,"
How is it we know so little about something so widespread? None of us are more than a family member or neighbor away from autism. Sounding the Alarm follows autism families as they ...                See full summary »
",48,58,,['Documentary'],John Block,"Stephen Kanne, 
James Lankford, 
Kent Martling, 
Christopher McDougle"
Robert Kelly: Live at the Village Underground,,Comedy,7.2,"
Robert Kelly: Live at the Village Underground is a stand-up comedy film that captures the indomitable nightlife and comedy club scene of New York City through Robert Kelly's raucous, savvy and hilarious one-man show.",208,63,,['Comedy'],Robert Kelly,
Famous In Ahmedabad,2015,"Documentary, Short, Comedy",7.5,"
Set during the kaleidoscopic backdrop of the kite-flying festival in India, 'Amdavad Ma Famous', witnesses the transformation of an 11-year-old Zaid from a boy next door to an aggressive ...                See full summary »
",154,29,,"['Documentary', 'Short', 'Comedy']",Hardik Mehta,
"To Be Frank, Sinatra at 100",2015,"Documentary, Biography, History",6.4,"
The life of Frank Sinatra, as an actor and singer and the steps along the way that led him to become such an icon.",252,81,,"['Documentary', 'Biography', 'History']",Simon Napier-Bell,"Alice Cooper, 
Tony DeSare, 
Paul Gambaccini, 
Roger Moore"
Aditi Mittal: Things They Wouldn't Let Me Say,,Comedy,4.4,"
Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.",308,62,,['Comedy'],Fazila Allana,
Music for Mandela,2013,Documentary,6.3,"
Music for Mandela explores the role music played in the remarkable life of one of the world's most important icons. The effects of this relationship continue to ripple through the poorest South African townships as well as the world stage.",25,82,,['Documentary'],Jason Bourque,"Nelson Mandela, 
Rob Allingham, 
Eddie Daniels, 
Estelle"
Z daleka widok jest piekny,2011,Drama,5.3,"
A secluded Polish village is the setting for a love story between a scrapper and a young woman. Seen through the monotony of everyday life, the film depicts the hardships of a rural ...                See full summary »
",130,77,,['Drama'],,"Directors:
Anna Sasnal, 
Wilhelm Sasnal
| 
    
Marcin Czarnik, 
Piotr Nowak, 
Elzbieta Okupska, 
Jerzy Lapinski"
Hans Teeuwen: Spiksplinter,,"Documentary, Comedy",6.5,"
Hard pruning jokes are interspersed with musical interludes, a magic trick and Teeuwen's unique improvisations in Teeuwen's sixth stand-up show Spiksplinter.",272,110,,"['Documentary', 'Comedy']",Diederik Ebbinge,
Alien Secrets,,"Comedy, Drama, Sci-Fi",5.5,"
Alien Secrets weaves sci-fi and reality in an epic portrayal of one man's search for an alien/human hybrid and his drive to save humanity.",37,86,,"['Comedy', 'Drama', 'Sci-Fi']",Joseph John Barmettler,"Brandon Scott, 
Spike Steingasser, 
Tracy Erickson, 
Hallie Bird"
La Part Du Feu,2021,"Documentary, Drama",7.1,"
Add a Plot
",,60,,"['Documentary', 'Drama']",,
Bill Hicks: Reflections,2015,"Documentary, Short",6.8,"
Stand up comedy legend 'Bill Hicks' is recalled by his brother, Steve, in this documentary. Steve tells the story of the family's religious family roots, in a film that examines Hicks' ...                See full summary »
",127,34,,"['Documentary', 'Short']",Rodrigo Pelmonto,"Steve Hicks, 
Bill Hicks"
Word Party: Happy Birthday to You!,,"Animation, Short",7.1,"
It's your birthday, and the babies are so excited. Franny, Bailey, Kip and Lulu are here to sing a very special song just for you.",,2,,"['Animation', 'Short']",,
Eres Tú,,"Comedy, Romance",7.1,"
Follow the story of a 16-year-old who finds he can see the whole future of a romantic relationship when he kisses a girl for the first time.",,60,,"['Comedy', 'Romance']",,
It's Wednesday Night,,Comedy,7.1,"
With their exes watching the kids, a group of women gathers together to revel in their freedom and celebrate. But when a newly divorced mom disappears after partying too hard, it's up to her best friends to track her down.",,60,,['Comedy'],,
To Hell with the Devil,,Thriller,7.1,"
Michael and his group of misfits conjure up a demon and try to save their friend who fell into a deep coma.",,60,,['Thriller'],John Holiday,"Kiersten Coleman, 
Blake O'Shea"
Douche Bros,2013,Comedy,7.1,"
Web series based on the battle of the sexes",,10,,['Comedy'],,"Chris Conrad, 
Jaime Zevallos, 
Trisha Paschke, 
Alara Ceri"
Grillo vs Grillo,2017,Comedy,4.3,"
The Italian comedian-turned-politician Beppe Grillo, who is the founder of the country's Five Star Movement, reveals interesting truths about his country's government and his dual career so far.",126,60,,['Comedy'],Enzo Pirrone,
Bob Saget: That's What I'm Talkin' About,,"Documentary, Comedy",5.2,"
Network-safe funnyman Bob Saget (""Full House"") transforms himself into a spectacularly foul-mouthed explainer and raconteur in this life stage show from Seattle.",237,55,,"['Documentary', 'Comedy']",Jay Karas,
Again,,"Crime, Drama, Thriller",7.1,"
A female homicide detective in New Delhi discovers a link from a new case to cases in her past, proving she is on the trail of a serial killer.",,60,,"['Crime', 'Drama', 'Thriller']",,
Paathi: the Half,2017,"Drama, Horror",6.1,"
Paathi is a movie which talks about raising awareness of abortion. Indrans is in the role of a Theyyam face painter and a local medical practitioner Kammaran, who has a deformed face.",36,91,,"['Drama', 'Horror']",Chandran Narikode,"Indrans, 
Joy Mathew, 
Kalabhavan Shajohn, 
Sasi Kalinga"
The Comedians of Comedy: Live at the El Rey,,Comedy,6.6,"
Add a Plot
",190,58,,['Comedy'],Michael Blieden,"Patton Oswalt, 
Brian Posehn, 
Maria Bamford, 
Blaine Capatch"
Roy,,"Short, Sci-Fi",7.1,"
Add a Plot
",,60,,"['Short', 'Sci-Fi']",Joseph Fifelski,
Axis Mundi,2022,"Adventure, Drama, Fantasy",7.1,"
The main character, a medical student (Alex), meets a mysterious professor and his elite group of students. To his amazement, he discovers that, under the guise of scientific research, the ...                See full summary »
",,60,,"['Adventure', 'Drama', 'Fantasy']",,
Untitled Prentice Penny/Holiday Project,,Comedy,7.1,"
Follows convicted felon T.R. ""The Brick"" Johnson who once was one of America's most beloved athletes, grovels at the feet of America and charms his way back into our hearts.",,60,,['Comedy'],,
Save the Forest,2005,Comedy,7.0,"
A unique group of friends devises a unique plan to save their hometown theater from being destroyed to make room for a multiplex.",43,90,,['Comedy'],Michael Field,"Rick Birnbaum, 
Del Bogner, 
Rob Fortunato, 
Eben Gordon"
The Missing Ingredient: What is the Recipe for Success?,2015,Documentary,7.5,"
A Manhattan restaurateur makes the bold decision to boost his struggling eatery's business by putting up the iconic zebra wallpaper made world-famous by the recently shuttered Upper East ...                See full summary »
",23,87,,['Documentary'],Michael Sparaga,"Dale Anderson, 
Doug Anderson, 
Michael C. Barelin, 
Bruno Blazino"
Most Likely To,,"Comedy, Romance",7.1,"
The film will follow high school seniors who hack their yearbook to change their senior superlatives, only to wake up 20 years in the future and living out their chosen destinies.",,60,,"['Comedy', 'Romance']",,
Natalia Valdebenito: Gritona,,Comedy,5.6,"
Literally translated as ""the loud-mouthed woman"", Gritona examines once-taboo topics such as gender discrimination in Latin America, the rise of modern day feminism, and the realities of casual dating.",80,60,,['Comedy'],Natalia Valdebenito,
Marmato,2014,Documentary,7.3,"
Colombia is the center of the new global gold rush and Marmato, a historic mining town, is the new frontier. Filmed over the course of nearly 6 years, MARMATO chronicles how the townspeople...                See full summary »
",149,87,,['Documentary'],Mark Grieco,
Willie Barcena: The Truth Hurts,,Comedy,6.3,"
Performing live in El Paso, Texas, veteran comedian Willie Barcena tells it like it is, from questioning God to marrying a woman with large feet.",77,60,,['Comedy'],Steve Longi,
The Modest Heroes of Studio Ponoc,2019,"Documentary, Short",6.6,"
Add a Plot
",56,21,,"['Documentary', 'Short']",Jorge Soto,
Bardo,,Thriller,7.1,"
Bardo follows the story of death row inmate Ah Quan, as he searches for redemption. This is the first Chinese language original series for Netflix.",,60,,['Thriller'],,
Kahi,2016,Drama,6.8,"
A series of events unfold in modern day Bengaluru, intertwining four different lives: a dancer, a drug peddler, a writer and a psychopath.",69,95,,['Drama'],Arvind Sastry,"Harisharva, 
Krishi Thapanda, 
Matangi Prasanna, 
Suraj Gowda"
Surviving Hitler: A Love Story,2010,Documentary,7.5,"
A Jewish teenager and an injured soldier join a doomed plot to kill Hitler. They face almost certain death, yet luck and love shine upon them as they outwit Nazi terror and become the first couple married in post-war Berlin.",241,66,,['Documentary'],John Keith Wasson,"Jutta Cords, 
Christopher Karl Johnson, 
Jim Tavaré"
The Battle for Bedtime Starring Batdad!,,"Short, Comedy",7.1,"
Every parent knows the struggle: Come nightfall, kids suddenly have a whole list of urgent reasons to delay bedtime, and they'll stop at nothing to make it happen. But wait! There's a handy...                See full summary »
",,60,,"['Short', 'Comedy']",Carrie Schrader,
Crisálida,2019,Drama,7.6,"
People living with deafness navigate complex relationships and unique hurdles in this collection of emotional stories.",8,60,,['Drama'],,"Thiago Teles, 
Harry Adams, 
Chico Caprario, 
Angela Eiko Okumura"
All on the Line,2011,Reality-TV,7.8,"
Joe Zee - Creative Director for Elle - is always one step ahead of the trends. Now, Joe is using his style smarts and eye for detail to guide struggling fashion designers back on the road ...                See full summary »
",44,60,,['Reality-TV'],,"Joe Zee, 
Jeanette Arrowood, 
Jane Hruska, 
Michel Ann Lienhard-O'Malley"
Kalbi Dalili,2013,Comedy,3.2,"
A comedy about a cop from southern Egypt, he is transferred to Alexandria where he tries to adjust to the new different culture.",58,99,,['Comedy'],Ismail Farouk,"Hasan Abdulfattah, 
Husain Abu-Haggag, 
Ahlam Al Greetly, 
Ragaa Al-Gidawy"
Happiness Ever After,,Drama,7.1,"
Acjourney of self-discovery and re-evaluation as life throws new challenges for three friends.",,60,,['Drama'],Thabang Moleya,
Rayen Panday: Niet verder vertellen,,Comedy,6.9,"
Add a Plot
",25,51,,['Comedy'],,"Directors:
Paul Schuurman, 
Wimie Wilhelm
| 
    Star:
Rayen Panday"
High Strange New Mexico,1997,Documentary,7.5,"
Starting from the premise that New Mexico holds a unique place in the annals of UFO history, journalist Anthony DellaFlora and documentary filmmaker James Lujan delve into the state's ...                See full summary »
",7,112,,['Documentary'],James Lujan,
Little Town of Bethlehem,,Documentary,7.6,"
""Little Town of Bethlehem"" shares the gripping story of three men, born into violence, willing to risk everything to bring an end to violence in their lifetime. A Christian, a Muslim, and a...                See full summary »
",34,75,,['Documentary'],Jim Hanon,"Sami Awad, 
Ahmad Al'Azzeh, 
Yonatan Shapira, 
Joel Dash"
Dark Days at the Magna Carta,,"Fantasy, Horror, Sci-Fi",7.1,"
A woman going to extreme lengths to survive and save her family. Paisley broke into the business by working in the CAA mailroom.",,60,,"['Fantasy', 'Horror', 'Sci-Fi']",,
The World After the Rain,2018,Short,7.1,"
Add a Plot
",,3,,['Short'],Michael Sandager,"Alba August, 
Mikkel Boe Følsgaard, 
Kenneth Kainz, 
Jannik Tai Mosholt"
Wild Rythm,,Music,7.1,"
Two groups of young people, from two opposed worlds, who have two things in common: one, they are passionate about dancing and acting; and two, they are going through that period in which life forces them to define their path.",,60,,['Music'],,"Paulina Dávila, 
Cristina Warner, 
Angela Cano, 
Alejandro Buitrago"
Yoo Byungjae: Discomfort Zone,,Comedy,4.8,"
Add a Plot
",25,54,,['Comedy'],Y. Joon Chung,
Cap Kakumei Bottleman,2020,Animation,7.1,"
The anime centers around a boy named Kouta Kouka ""Kouka Kouta in Japanese name order, an apparent wordplay on Coca-Cola"". Kouta strives to be the world's best Bottle King at the Bottle ...                See full summary »
",,60,,['Animation'],,
Untitled Bubba Wallace/Netflix Project,,"Documentary, Sport",7.1,"
Follows the NASCAR driver Bubba Wallace as he competes for the 23XI Racing team.",,60,,"['Documentary', 'Sport']",,"Star:
William Darrell Wallace Jr."
Yoo Byungjae: Too Much Information,,Comedy,5.3,"
Korean stand-up comic Yoo Byungjae offers his take on philosophy, sex and childhood memories.",49,63,,['Comedy'],Byungjae Yoo,
Fakkah Fuzz: Almost Banned,,Comedy,4.2,"
Add a Plot
",43,60,,['Comedy'],Michael McKay,
Trico,2022,"Animation, Comedy, Family",7.1,"
A former globetrotter who becomes bored with the mountain pasture life, embarks on adventures with his fellow sheep to shake things up.",,7,,"['Animation', 'Comedy', 'Family']",,
Lost Bullet Sequel,,Action,7.1,"
Add a Plot
",,60,,['Action'],Guillaume Pierret,
All the Right Moves,,"Game-Show, Reality-TV",7.1,"
Aspiring choreographers will compete over the course of a number of challenges to create iconic dance sequences using professional dancers.",,60,,"['Game-Show', 'Reality-TV']",,
